Element Id,Family,Type,Level,Angle,Angle 1,Area,Category,Center Radius,Center to End,Center to End Label,Center to Socket Bottom,Center to Socket Bottom Label,Center to Socket Bottom Not Found,Comments,Design Option,Elevation from Level,Export to IFC,Export to IFC As,Family and Type,Family Name,Fitting Outside Diameter,Fitting Outside Diameter 1,Fitting Outside Diameter 2,Fitting Outside Radius,Fitting Outside Radius 1,Fitting Outside Radius 2,Head Height,Head Width,Height,Height Offset,Host Id,IFC Predefined Type,IfcGUID,Image,Insulation Thickness,Insulation Type,IsCustom,Length,Length 1,Length 10,Length 11,Length 12,Length 2,Length 3,Length 4,Length 5,Length 6,Length 7,Length 8,Length 9,Loss Method,Loss Method Settings,Mark,Max Fitting Outside Diameter 12,Max Nominal Diameter 12,Maximum Size,Min Nominal Diameter 12,Minimum Size,Nominal Diameter,Nominal Diameter 1,Nominal Diameter 2,Nominal Radius,Nominal Radius 1,Nominal Radius 2,OffsetHeight,OffsetWidth,Overall Size,Phase Created,Phase Demolished,Pressure Drop,Radius 1,Radius 2,Size,Socket Bottom to Socket Bottom Run,Socket Depth,Socket Depth 1,Socket Depth 2,Socket Entrance Diameter,Socket Entrance Diameter 1,Socket Entrance Diameter 2,Socket Outside Diameter,Socket Outside Diameter 1,Socket Outside Diameter 2,Socket Outside Radius,Socket Outside Radius 1,Socket Outside Radius 2,SU/SD from Bottom,SU/SD from Top,System Abbreviation,System Classification,System Name,System Type,Thread Length,Tick Size,Tick Size 1,Tick Size 2,Type Id,Type Name,Use Annotation Scale,Visibility 1,Visibility 2,Visibility 3,Volume,Wall Thickness,Wall Thickness 1,Wall Thickness 2,Width Offset
1648081,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,1tXXLfO2HDogXeO$2G8JCo,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 26,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648091,Tee - Generic,Standard,L4,52.50°,52.50°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,1tXXLfO2HDogXeO$2G8JCu,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 26,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648108,Elbow - Generic,Standard,L4,7.50°,,,-2008049,"5/8""","0""",,,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,1tXXLfO2HDogXeO$2G8JCF,,"0""",,,,,,,,,,,,,,,,61e7b8e1-16d1-4fe4-82f0-327af736323f,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.00 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 26,Domestic Hot Water,,"0""",,,Standard,,Yes,,,,0.00 CF,,,,
1648187,Tee - Generic,Standard,L3,52.50°,52.50°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,1tXXLfO2HDogXeO$2G8J3O,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 20,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648191,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,1tXXLfO2HDogXeO$2G8J3S,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 20,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648227,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"-0' - 3""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,1tXXLfO2HDogXeO$2G8J20,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648294,Elbow - Generic,Standard,L3,7.50°,,,-2008049,"5/8""","0""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,1tXXLfO2HDogXeO$2G8J15,,"0""",,,,,,,,,,,,,,,,61e7b8e1-16d1-4fe4-82f0-327af736323f,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.00 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 30,Domestic Cold Water,,"0""",,,Standard,,Yes,,,,0.00 CF,,,,
1648306,Tee - Generic,Standard,L3,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,1tXXLfO2HDogXeO$2G8J1H,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 30,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648317,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"0' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,1tXXLfO2HDogXeO$2G8J1U,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 30,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648356,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"2' - 10""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,1tXXLfO2HDogXeO$2G8J07,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 20,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648360,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"2' - 10""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,1tXXLfO2HDogXeO$2G8J0B,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 20,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648423,Bend - PVC - Sch 40 - DWV,Standard,L3,88.81°,90.00°,,-2008049,"2 3/8""",,,"2 3/8""","2 3/8""","2 1/4""",,,"24' - 3 7/32""",0,,Standard,,"2 3/8""",,,"1 1/4""",,,,,,,,,2zdwtJQ2v7kfIN8iuloAoW,,"0""",,,,"2 3/8""",,,,"3""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"2""",,"2""","2""",,,"1""",,,,,"2""ø-2""ø",New Construction,,0.00 psi,,,"2""ø-2""ø",,"3/4""",,,"2 3/8""",,,"2 3/4""",,,"1 3/8""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1""",,,Standard,,Yes,,,,0.01 CF,"1/8""",,,
1648427,Reducer - PVC - Sch 40 - DWV,Standard,L3,,,0 SF,-2008049,,,,,,,,,"22' - 11 7/8""",0,,Standard,,,"2 3/8""","4 1/2""",,"1 1/4""","2 1/4""",,,,"120""",,,2zdwtJQ2v7kfIN8iuloAoi,,"0""",,,"3 7/8""",,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,"4""","4""","2""","2""",,"2""","4""",,"1""","2""","1""","1""","4""ø-2""ø",New Construction,,0.00 psi,,,"4""ø-2""ø",,,"3/4""","1 3/4""",,"2 3/8""","4 1/2""",,"2 3/4""","5""",,"1 3/8""","2 1/2""",,,,Sanitary,Building Sanitary,Sanitary,,,"1""","1 3/4""",Standard,,Yes,No,No,Yes,0.03 CF,,"1/8""","1/4""","120"""
1648465,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"2' - 2""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloApM,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 22,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648482,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"2' - 0""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloApb,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 16,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648645,Tee - Generic,Standard,L3,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"-0' - 9""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloAE2,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 16,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648734,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"-0' - 9""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloAFP,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 16,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648736,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"0' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloAFd,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 16,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648817,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"3' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloACs,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,3.11 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1648819,Transition - Generic,Standard,L4,,,0 SF,-2008049,,,,,,,,,"3' - 6""",0,,Standard,,,"1 1/8""","5/8""",,"5/8""","3/8""",,,,"120""",,,2zdwtJQ2v7kfIN8iuloACq,,"0""",,,"1/4""",,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,"1 1/8""",,"1""",,"1/2""",,"1""","1/2""",,"1/2""","1/4""","1/2""","1/2""","1""ø-1/2""ø",New Construction,,1.42 psi,,,"1""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,,"1/2""","1/4""",Standard,,Yes,No,Yes,No,0.00 CF,,,,"120"""
1649099,Bend - PVC - Sch 40 - DWV,Standard,L5,90.00°,90.00°,,-2008049,"3 7/8""",,,"3 7/8""","3 7/8""","3 5/8""",,,"-2' - 0""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA9C,,"0""",,,,"3 7/8""",,,,"5 5/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.10 CF,"1/4""",,,
1649206,Elbow - Generic,Standard,L5,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA6n,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 34,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649227,Elbow - Generic,Standard,L5,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA7C,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649248,Elbow - Generic,Standard,L5,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA7d,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 34,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649269,Elbow - Generic,Standard,L5,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA7o,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649306,Elbow - Generic,Standard,L5,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"3' - 0""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA4T,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 34,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649327,Elbow - Generic,Standard,L5,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"3' - 0""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA4e,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649346,Elbow - Generic,Standard,L5,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA55,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649365,Tee - Generic,Standard,L5,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA5I,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,78,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 34,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649419,Elbow - Generic,Standard,L5,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"0' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA2C,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649442,Elbow - Generic,Standard,L5,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"2' - 6 15/16""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA2b,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,1.41 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1649457,Elbow - Generic,Standard,L5,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 9""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA2s,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 34,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649508,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA3Z,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649527,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloA3m,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 26,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649830,Bend - PVC - Sch 40 - DWV,Standard,L5,45.00°,45.00°,,-2008049,"3 5/8""",,,"1 1/2""","1 1/2""","1 3/8""",,,"-2' - 6""",0,,Standard,,"2 3/8""",,,"1 1/4""",,,,,,,,,2zdwtJQ2v7kfIN8iuloASX,,"0""",,,,"3 1/8""",,,,"1 5/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"2""",,"2""","2""",,,"1""",,,,,"2""ø-2""ø",New Construction,,0.00 psi,,,"2""ø-2""ø",,"3/4""",,,"2 3/8""",,,"2 3/4""",,,"1 3/8""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1""",,,Standard,,Yes,,,,0.01 CF,"1/8""",,,
1649834,Tee Sanitary - PVC - Sch 40 - DWV,Standard,L5,45.00°,,,-2008049,"9 3/8""",,,"3 7/8""","3 7/8""",,,,"-3' - 5 3/32""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,2zdwtJQ2v7kfIN8iuloASj,,"0""",,,,"189 7/8""","2 1/2""","2 1/8""","3 7/8""","186 5/8""","2 3/4""","189 3/8""","5 1/2""","191 5/8""","9 7/8""","1""","2 1/8""",3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø-4""ø",New Construction,,,"2 1/4""","2 1/4""","4""ø-4""ø-4""ø","6 1/8""","1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.24 CF,"1/4""",,,
1649842,Reducer - PVC - Sch 40 - DWV,Standard,L5,,,0 SF,-2008049,,,,,,,,,"-2' - 11 9/16""",0,,Standard,,,"4 1/2""","2 3/8""",,"2 1/4""","1 1/4""",,,,"120""",,,2zdwtJQ2v7kfIN8iuloASr,,"0""",,,"3 7/8""",,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,"4""","4""","2""","2""",,"4""","2""",,"2""","1""","2""","2""","4""ø-2""ø",New Construction,,0.00 psi,,,"4""ø-2""ø",,,"1 3/4""","3/4""",,"4 1/2""","2 3/8""",,"5""","2 3/4""",,"2 1/2""","1 3/8""",,,,Sanitary,Building Sanitary,Sanitary,,,"1 3/4""","1""",Standard,,Yes,No,Yes,No,0.03 CF,,"1/4""","1/8""","120"""
1649912,Elbow - Generic,Standard,L5,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"3' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,2zdwtJQ2v7kfIN8iuloAT$,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,3.11 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1649914,Transition - Generic,Standard,L5,,,0 SF,-2008049,,,,,,,,,"3' - 6""",0,,Standard,,,"1 1/8""","5/8""",,"5/8""","3/8""",,,,"120""",,,2zdwtJQ2v7kfIN8iuloATz,,"0""",,,"1/4""",,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,"1 1/8""",,"1""",,"1/2""",,"1""","1/2""",,"1/2""","1/4""","1/2""","1/2""","1""ø-1/2""ø",New Construction,,1.42 psi,,,"1""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,,"1/2""","1/4""",Standard,,Yes,No,Yes,No,0.00 CF,,,,"120"""
